Tarih,Aşama,Kanal,Özet,Telegram’a Gönderildi mi?,Prompt Tokens,Completion Tokens,Toplam Tokens
2025-06-05 17:28,Translate & Filter,ww3media,"🔴ABD Başkanı Donald Trump: 

Elon Musk'a çok kırıldım. Harika bir ilişkimiz vardı. Artık nasıl olur ",Hayır,141,2,143
2025-06-05 17:28,Translate & Filter,ateobreaking,«Без меня Трамп проиграл бы выборы» — Илон Маск,Hayır,125,2,127
2025-06-05 17:28,Translate & Filter,ateobreaking,"Трамп: Я очень разочарован Илоном. Я ему очень помог. Он знал внутреннюю работу законопроекта лучше,",Hayır,234,2,236
2025-06-05 17:33,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 17:33,Translate & Filter,conflict_tr,🔴 Elon Musk ve Donald Trump'un atışmasının ardından Tesla hisseleri düşüşe geçti.,Hayır,129,2,131
2025-06-05 17:33,Translate & Filter,conflict_tr,"🔴 Elon Musk: 

▪️Ben olmasaydım Trump bu seçimi kaybetmişti.

▪️Nankör.",Hayır,137,2,139
2025-06-05 17:33,Translate & Filter,ww3media,"🔴Sedat Peker, Şehit Eren Bülbül’ün annesi Ayşe Bülbülü bu kurban bayramında da unutmadı; 

“Sedat Pe",Hayır,168,2,170
2025-06-05 17:33,Translate & Filter,ww3media,"🚨**Elon Musk:**

Ben olmasaydım Trump seçimi kaybederdi.

Yaptığı nankörlük.",Hayır,138,2,140
2025-06-05 17:33,Translate & Filter,ww3media,"🔴Donald Trump'tan Elon Musk'a:

“Onu çok destekledim. Tasarının detaylarını herkesten iyi biliyordu,",Hayır,171,2,173
2025-06-05 17:33,Translate & Filter,ww3media,"🔴ABD Başkanı Donald Trump: 

Elon Musk'a çok kırıldım. Harika bir ilişkimiz vardı. Artık nasıl olur ",Hayır,141,2,143
2025-06-05 17:33,Translate & Filter,ateobreaking,"**Мерц: **Завтра, 6 июня, годовщина высадки американцев в Нормандии, которая завершила войну в Европ",Hayır,156,2,158
2025-06-05 17:33,Translate & Filter,ateobreaking,«Без меня Трамп проиграл бы выборы» — Илон Маск,Hayır,125,2,127
2025-06-05 17:33,Translate & Filter,ateobreaking,"Трамп: Я очень разочарован Илоном. Я ему очень помог. Он знал внутреннюю работу законопроекта лучше,",Hayır,234,2,236
2025-06-05 17:38,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 17:38,Translate & Filter,conflict_tr,🔴 Elon Musk ve Donald Trump'un atışmasının ardından Tesla hisseleri düşüşe geçti.,Hayır,129,2,131
2025-06-05 17:38,Translate & Filter,conflict_tr,"🔴 Elon Musk: 

▪️Ben olmasaydım Trump bu seçimi kaybetmişti.

▪️Nankör.",Hayır,137,2,139
2025-06-05 17:38,Final,ww3media,"🔴Gazze Hükümeti:

ABD’nin BM Güvenlik Konseyi’nde ateşkes çağrısını veto etmesi, Washington’un sicil",Evet,151,43,194
2025-06-05 17:39,Translate & Filter,ww3media,"🔴Sedat Peker, Şehit Eren Bülbül’ün annesi Ayşe Bülbülü bu kurban bayramında da unutmadı; 

“Sedat Pe",Hayır,168,2,170
2025-06-05 17:39,Translate & Filter,ww3media,"🚨**Elon Musk:**

Ben olmasaydım Trump seçimi kaybederdi.

Yaptığı nankörlük.",Hayır,138,2,140
2025-06-05 17:39,Translate & Filter,ww3media,"🔴Donald Trump'tan Elon Musk'a:

“Onu çok destekledim. Tasarının detaylarını herkesten iyi biliyordu,",Hayır,171,2,173
2025-06-05 17:39,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 17:39,Final,ateobreaking,Администрация Трампа попросила Сербию и другие балканские страны принять депортированных из США мигр,Evet,159,44,203
2025-06-05 17:39,Translate & Filter,ateobreaking,Маск обвинил Трампа в «неблагодарности»,Hayır,127,2,129
2025-06-05 17:39,Translate & Filter,ateobreaking,"**Мерц: **Завтра, 6 июня, годовщина высадки американцев в Нормандии, которая завершила войну в Европ",Hayır,156,2,158
2025-06-05 17:44,Final,conflict_tr,"🔴 NATO: 

""2014 yılında Ukrayna'ya yönelik saldırısıyla başlayan Rus tehdidine karşı koymalıyız.""",Evet,135,31,166
2025-06-05 17:44,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 17:44,Translate & Filter,conflict_tr,🔴 Elon Musk ve Donald Trump'un atışmasının ardından Tesla hisseleri düşüşe geçti.,Hayır,129,2,131
2025-06-05 17:44,Translate & Filter,ww3media,"🔴Sedat Peker, Şehit Eren Bülbül’ün annesi Ayşe Bülbülü bu kurban bayramında da unutmadı; 

“Sedat Pe",Hayır,168,2,170
2025-06-05 17:45,Translate & Filter,ww3media,"🚨**Elon Musk:**

Ben olmasaydım Trump seçimi kaybederdi.

Yaptığı nankörlük.",Hayır,138,2,140
2025-06-05 17:45,Translate & Filter,ww3media,"🔴Donald Trump'tan Elon Musk'a:

“Onu çok destekledim. Tasarının detaylarını herkesten iyi biliyordu,",Hayır,171,2,173
2025-06-05 17:45,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 17:45,Translate & Filter,ateobreaking,Маск обвинил Трампа в «неблагодарности»,Hayır,127,2,129
2025-06-05 17:45,Translate & Filter,ateobreaking,"**Мерц: **Завтра, 6 июня, годовщина высадки американцев в Нормандии, которая завершила войну в Европ",Hayır,156,2,158
2025-06-05 17:50,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 17:50,Translate & Filter,conflict_tr,🔴 Elon Musk ve Donald Trump'un atışmasının ardından Tesla hisseleri düşüşe geçti.,Hayır,129,2,131
2025-06-05 17:50,Translate & Filter,ww3media,"🔴Sedat Peker, Şehit Eren Bülbül’ün annesi Ayşe Bülbülü bu kurban bayramında da unutmadı; 

“Sedat Pe",Hayır,168,2,170
2025-06-05 17:50,Translate & Filter,ww3media,"🚨**Elon Musk:**

Ben olmasaydım Trump seçimi kaybederdi.

Yaptığı nankörlük.",Hayır,138,2,140
2025-06-05 17:50,Translate & Filter,ww3media,"🔴Donald Trump'tan Elon Musk'a:

“Onu çok destekledim. Tasarının detaylarını herkesten iyi biliyordu,",Hayır,171,2,173
2025-06-05 17:50,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 17:50,Translate & Filter,ateobreaking,Маск обвинил Трампа в «неблагодарности»,Hayır,127,2,129
2025-06-05 17:50,Translate & Filter,ateobreaking,"**Мерц: **Завтра, 6 июня, годовщина высадки американцев в Нормандии, которая завершила войну в Европ",Hayır,156,2,158
2025-06-05 17:55,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 17:55,Translate & Filter,conflict_tr,🔴 Elon Musk ve Donald Trump'un atışmasının ardından Tesla hisseleri düşüşe geçti.,Hayır,129,2,131
2025-06-05 17:55,Final,ww3media,"🚨Zelenski: 

Dün gece Ukrayna'ya 103 insansız hava aracı ve bir balistik füze fırlatıldı.

Rusya, ci",Evet,186,50,236
2025-06-05 17:55,Translate & Filter,ww3media,"🔴Sedat Peker, Şehit Eren Bülbül’ün annesi Ayşe Bülbülü bu kurban bayramında da unutmadı; 

“Sedat Pe",Hayır,168,2,170
2025-06-05 17:55,Translate & Filter,ww3media,"🚨**Elon Musk:**

Ben olmasaydım Trump seçimi kaybederdi.

Yaptığı nankörlük.",Hayır,138,2,140
2025-06-05 17:55,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 17:55,Translate & Filter,ateobreaking,Маск обвинил Трампа в «неблагодарности»,Hayır,127,2,129
2025-06-05 17:55,Translate & Filter,ateobreaking,"**Мерц: **Завтра, 6 июня, годовщина высадки американцев в Нормандии, которая завершила войну в Европ",Hayır,156,2,158
2025-06-05 18:00,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 18:00,Translate & Filter,conflict_tr,🔴 Elon Musk ve Donald Trump'un atışmasının ardından Tesla hisseleri düşüşe geçti.,Hayır,129,2,131
2025-06-05 18:00,Translate & Filter,ww3media,"🔴Sedat Peker, Şehit Eren Bülbül’ün annesi Ayşe Bülbülü bu kurban bayramında da unutmadı; 

“Sedat Pe",Hayır,168,2,170
2025-06-05 18:00,Translate & Filter,ww3media,"🚨**Elon Musk:**

Ben olmasaydım Trump seçimi kaybederdi.

Yaptığı nankörlük.",Hayır,138,2,140
2025-06-05 18:01,Final,ateobreaking,"Зеленский: Уже просто нет в мире таких мирных инициатив, которые Россия не отвергла бы. Им все не нр",Evet,154,37,191
2025-06-05 18:01,Final,ateobreaking,"Молдова возьмет в кредит €400 млн, чтобы отказаться от услуг российско-молдавской газораспределитель",Evet,149,45,194
2025-06-05 18:02,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 18:07,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 18:07,Translate & Filter,conflict_tr,🔴 Elon Musk ve Donald Trump'un atışmasının ardından Tesla hisseleri düşüşe geçti.,Hayır,129,2,131
2025-06-05 18:07,Final,ww3media,"🔴WSJ: 

Yemenli Husiler, Kızıldeniz’de ABD Donanması’nı yordu, deniz savaş taktiklerini altüst etti.",Evet,195,58,253
2025-06-05 18:07,Translate & Filter,ww3media,"🔴Sedat Peker, Şehit Eren Bülbül’ün annesi Ayşe Bülbülü bu kurban bayramında da unutmadı; 

“Sedat Pe",Hayır,168,2,170
2025-06-05 18:07,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 18:12,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 18:12,Translate & Filter,conflict_tr,🔴 Elon Musk ve Donald Trump'un atışmasının ardından Tesla hisseleri düşüşe geçti.,Hayır,129,2,131
2025-06-05 18:16,Final,ww3media,"🔴Netanyahu, Gazze'deki silahlı çetelerle ilgili itirafta bulundu:

“Güvenlik yetkililerinin tavsiyes",Evet,181,48,229
2025-06-05 18:17,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 18:25,Final,conflict_tr,"🔴 Almanya Başbakanı Merz: Yarın 6 Haziran, Amerikalıların Avrupa’daki savaşı sona erdirdiği Normandi",Evet,186,61,247
2025-06-05 18:26,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 18:26,Translate & Filter,conflict_tr,🔴 Elon Musk ve Donald Trump'un atışmasının ardından Tesla hisseleri düşüşe geçti.,Hayır,129,2,131
2025-06-05 18:26,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 18:31,Translate & Filter,conflict_tr,"🔴 Alman Şansölyesi Merz, Beyaz Saray ziyaretinde Trump’ın Alman dedesine ait doğum belgesini hediye ",Hayır,142,2,144
2025-06-05 18:31,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 18:31,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 18:36,Translate & Filter,conflict_tr,🔴 Kazakistan semalarında çok sayıda uçan cisim görüntülendi.,Hayır,127,2,129
2025-06-05 18:36,Translate & Filter,conflict_tr,"🔴 Alman Şansölyesi Merz, Beyaz Saray ziyaretinde Trump’ın Alman dedesine ait doğum belgesini hediye ",Hayır,142,2,144
2025-06-05 18:36,Final,ww3media,"🔴İsrail ordusu:

Hizbullah, İran’ın yönlendirmesiyle İsrail’e yönelik saldırılarda merkezi rol oynay",Evet,157,42,199
2025-06-05 18:37,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 18:42,Translate & Filter,conflict_tr,🔴 Kazakistan semalarında çok sayıda uçan cisim görüntülendi.,Hayır,127,2,129
2025-06-05 18:42,Translate & Filter,conflict_tr,"🔴 Alman Şansölyesi Merz, Beyaz Saray ziyaretinde Trump’ın Alman dedesine ait doğum belgesini hediye ",Hayır,142,2,144
2025-06-05 18:42,Translate & Filter,ww3media,"🚨Kazakistan'da gökyüzünde alev topuna dönüşmüş cisimler görüldü.

Bir uzay uydusunun parçalanmış ola",Hayır,151,2,153
2025-06-05 18:42,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 18:47,Translate & Filter,conflict_tr,🔴 Kazakistan semalarında çok sayıda uçan cisim görüntülendi.,Hayır,127,2,129
2025-06-05 18:48,Final,conflict_tr,"🔴 Alman Şansölyesi Merz, Beyaz Saray ziyaretinde Trump’ın Alman dedesine ait doğum belgesini hediye ",Evet,142,34,176
2025-06-05 18:49,Final,ww3media,"🚨Kazakistan'da gökyüzünde alev topuna dönüşmüş cisimler görüldü.

Bir uzay uydusunun parçalanmış ola",Evet,151,32,183
2025-06-05 18:49,Translate & Filter,ateobreaking,"Трамп заявил, что разочарован Илоном Маском:
«Он пока не говорил обо мне ничего плохого, но уверен —",Hayır,153,2,155
2025-06-05 18:55,Final,conflict_tr,🔴 İsrail ordusunun saldırı düzenleyeceğini duyurmasının ardından Lübnan halkı başkent Beyrut’tan ayr,Evet,141,35,176
